	comment	label	label_id
3522	با یکساعت تاخیر سفارشم اومد و پودر ماشین و بستنی رو هم نیاوردن جای پنیر لبنه هم پنیر خامه‌ای آوردن واقعا بد بود و ناراضی بودم.	SAD	1
3523	بسته بندی عالی بود. نسبت به کافه‌های دیگه فقط قهوه رو نهایتا با یه شکر می‌فرستن. قهوه‌ی من با عسل، شکر و کوکی بود و اینها خودشون بسته بندی جدا داشتن. البته که این یعنی زباله‌ی بیشتر اما خب متفاوت بود. قهوه (لاته) بد نبود.	HAPPY	0
3524	این چندمین باری هست که غذای اشتباه برای من میاره. من خوراک کوبیده سفارش دادم ولی چلو کوبیده اورده! با برنجی که مونده چه کنیم؟	SAD	1
3525	مرسی از کیفت خوبتون فقط کیک بستنی شل بود کاملا	HAPPY	0
3526	مثل همیشه عالی بود ممنون از شما بخاطر احترام به مشتریانتون	HAPPY	0
3527	رساندن سفارش اشتباه، کیغیت پایین، تاخییر بسیار زیاد در اوردن غذا	SAD	1
3528	سلام و تشکر ویژه چه پیتزای خوشمزه‌ای نرم و پنیر عالی و اندازه مناسب ‌	HAPPY	0
3529	واقعا هم شیرینی تازه بود و هم پیک سریع رسوندش. ممنون	HAPPY	0
3530	قیمت کمی بالا بود	HAPPY	0
3531	چیزکیک یخ زده و اصلا تازه نیست شیرینیش خیلی کمه اصلا طعمش شیرین نیست، کیک زیرش شکلاتیه که به تلخی میزنه همیشه وقتی سفارش میدادم کیک زیرش سفید بود که طعمش با پنیرش مچ بود طعم پنیر اصلا حس نمیشه حتی یدونشم نمیشه خورد	SAD	1
3532	محصولاتتون خیلی خوبه.. اما برای بار سوم ک یک بترش رو اعلام کردم و یک بار اعلام نکردم؛ اینبار هم بازم سفارش رو کم گذاشتین. دو نا نون قندی سفارش دادم ک یکی گذاشتین. خواهشا دقت بیشتری کنید، این باره سومه …نون هم مثل هر دفه ک گرم و تازه هست؛ گرم و تازه نبور	HAPPY	0
3533	متاسفانه دسر به صورت کاملا له شده تحویل داده شد.	SAD	1
3534	کیفیت عالی، بسیار سریع	HAPPY	0
3535	تازگی‌ها خیلی طول می‌کشه تا ارسال کنند مسیر کوتاه ۵۰ دقیقه طول کشید این دفعه چندمه که اینقدر طول می‌کشه تا بسته را تحویل پیک بدن بیاره	SAD	1
3536	بهترین سفارش من تا کنون بود. بسته بندی سبزی ماست و غذا عالی بود و حجم و طعم بسیار خوب بود.	HAPPY	0
3537	از لحاظ حجم و مزه خوب بود کیفیت سس‌ها پایین بود به موقع و گرم رسید	HAPPY	0
3538	Dametoon garm khodaee, avalan ke in neveshteye nooshe jan roo factor rooham O taze kard, badesham vaghan keifiyat besbat be gheymat be sheddat monasebe	HAPPY	0
3539	بی شک مسئول دلیوری ارثش را از بنده طلب داشت!	HAPPY	0
3540	بسیار با کیفیت و برشته و پر کنجد سپاسگزارم	HAPPY	0
3541	کیفیت غذا و ارسال خوب بود. هزینه ارسال با توجه به فاصله کمتر از یک کیلومتری سه هزار تومان اخذ گردید که در مقایسه با دیگر رستورانها بالاست.	HAPPY	0
3542	ساندویچ سرد بود و در انتهای ساندویچ مرغ بو و طعم بسیار بدی داشت	SAD	1
3543	خیلی خوب بود، فقط سس تند داخلش رو نباید بصورت پیش فرض بزنن. هر کس تو توضیحات نوشت بزنن براش.	HAPPY	0
3544	با سلام دفعه قبل سفارش زودتر ارسال شد ولی کیفیت این دفعه از قبلی بهتر بود. موفق باشید	HAPPY	0
3545	مرسی ولی سرد و مثل همیشه نبود و اینکه ریخته بود	SAD	1
3546	خیلی سریع و عالی فقط اینبار بجای بستنی قیفی شکلاتی قیفی وانیلی فرستادند	HAPPY	0
3547	پرپروک فقط ساندویجش خوبه. سوخاری وپیتزاش بد	SAD	1
3548	به موقع رسید و خوب بود فقط سسش خیلی زیاده	HAPPY	0
3549	یک پلمبیر فرستاده نشده بود	SAD	1
3550	کیفیت غذا خوب بود وفقط تعداد سس کم بود	HAPPY	0
3551	خیلی خیلی شور بود هم جوجه هم کوبیده مخصوصا کوبیده که انگار داشتیم نمک میخوردیم و خیلی بد مزه بود	SAD	1
3552	سلام، ممنونم عالی بود بحمدالله، جزاکم الله خیرا	HAPPY	0
3553	رفتار پیک بسیار بد و بی ادبانه بود.	SAD	1
3554	عالی بود مخصوصا پیکی که اورده بود خیلی ادم با شخصیت وخوبی بود دم پیکشون گرم	HAPPY	0
3555	خوشمزه ولی نمکش به نظر من زیاد بود ابتکار جالبی به کار برده بودند و درب دیزی رو فیکس کرده بودند	HAPPY	0
3556	ممنون که به توضیحاتم توجه کرده بودید	HAPPY	0
3557	نونش خمیر بود گوشتش هم تازه نبود یا کیفیت خوبی نداشت	SAD	1
3558	کیفیت غذا خوب بود ولی بسته بندی اصلا! ظرف برای اون حجم غذا کوچیک بود و خود ظرف هم کج شده بود و اگه نون هم داخل بسته بندی باشه خیلی بهتره مرسی	HAPPY	0
3559	هر وقت من از سوپر اشکان خرید کردم همه چی مرتب بود دمشون گرم	HAPPY	0
3560	کیک خیلی خوشمزه بود، مقدار برای آدمهای کم خوراک حداقل برای ۱۰ نفر کفایت میکرد. ممنون	HAPPY	0
3561	بجای بستنی ویژه، بستنی معمولی فرستادند. مجبور شدم برم بیرون و دوباره بخرم. وافلها تماما کرمشون آب شده بود.	SAD	1
3562	مزه حلیم اصلا خوب نبود. مزه‌اش بدون شکر شیرین بود نصفه خوردیم. مزایا: گرم تحویل داده شد. بسته بندی و نان کیفیت خوبی داشت	SAD	1
3563	کیفیت غذا بسیارعالی بود ولی زمان ارسال بسیار طولانی	HAPPY	0
3564	قیمت خیلی بالا بود.	SAD	1
3565	در جعبه‌های شیرینی باز بود و اگر با چسب یا سلفون آنها را می‌بستید بهداشتی‌تر بود.	HAPPY	0
3566	قیمت غذا نسبت به غذا گران به نظر رسید	HAPPY	0
3567	برخلاف نظرات پیتزا خیلی سریع به دستم رسید. البته پیتزا داغ نبود‌ سرد هم نبود. باید از کیف‌های مخصوص حمل پیتزا مانند سایر رستوران‌ها استفاده کنید که پیتزا داغ به دست مشتری برسد.	HAPPY	0
3568	سیب و قارچ و پنیرش خیلی خوب و تازه بود مخصوصا قارچ خیلی تازه بود	HAPPY	0
3569	برش شیرینی رولت خیلی نازک بود اما هر شیرینی خوری وقتی مزه قصر زیر زبونش طنین انداز بشه جادوی شیرینی پز رو خیلی خوب حس میکنه	HAPPY	0
3570	بسته بندی مرتبی داشت و حجم غذا خوب بود	HAPPY	0
3571	با اینکه تقریبا غذا سریع رسید، اما خیلی سرد بود و کیفیت کبابش واقعا پایین بود	SAD	1
3572	غذا اشتباه ارسال شده	SAD	1
3573	سفارش خیلی زود ارسال شد. گرم بود. خوشمزه وعالی. حجم غذا خوب بود بسته بندی بسیار عالی بود.	HAPPY	0
3574	کیفت نون عالی بود ولی من یه ساده و یک کنجدی سفارش داده بودم هردو‌کنجدی بود	HAPPY	0
3575	خیلی خیلی عالی بووود مرسی واقعا، اولین بار بوود که اینقدر از سفارشم کیف کردم و لذت بردم	HAPPY	0
3576	مقدار برنج فکر میکنم کمتر از چیزی که ذکر شده تو سایت بود ولی کیفیت خوب بود. کباب کیفیت و کمیت خوب. دورچین عالی. ولی …. امان از پیک زنگ زده تلفنی هم بهش ادرس گفتم و رفتم دنبالش گشتم , آقا تشریف بردن سر کوچه ایستادن اصلا وارد کوچه نشدن و تقریبا نصف مسیر تا رستوران رو مجبور شدم پیاده برم!!!! اگه قرار بر این بود حضورا خرید میکردم از رستوران سریع‌تر و داغتر غذا به دستم میرسید. تحویل اکسپرس!!!! نگید تو رو خدا اکسپرس	HAPPY	0
3577	صرفا زمان ارسال ١٥ دقیقه روی زمان محاسبه شده بود	HAPPY	0
3578	درخواست کرده بودیم یک زیرو و یک نوشابه لیموناد بزارن که جای جفتش کوکای معمولی بود. برگر هم یکمی بوی ضحم میداد که عجیب بود ولی ساندویچ بسیار خوب و خوشمزه بود	SAD	1
3579	خیلی خیلی خیلی بی کیفیت و بدمزه و غیر حرفه‌ای بودش. متاسفم.	SAD	1
3580	متاسفانه نرخ غذا‌ها بین ۳۰-۴۰ درصد گران شده! حجم/مقدار سیب زمینی سرخ کرده فیله استریپس کم شده!	HAPPY	0
3581	گرم. خوش طعم. زمان منطقی. بسته بندی مناسب. مخلفات مناسب در کل خیلی خوب بود. ممنون.	HAPPY	0
3582	کیفیت غذا خوب بود دستتون درد نکنه سر وقت رسید و تاخیر نداشت رفتار پیک هم واقعا خیلی خوب بود و همچنین غذا داغ بود در کل راضی بودم خسته نباشید	HAPPY	0
3583	عالی و تمیز و با کیفیت	HAPPY	0
3584	چرا غذا بدون فاکتور یا رسید با درج قیمت ارسال نشده است؟؟؟؟؟؟؟؟؟؟؟	SAD	1
3585	غذا با فرم بدی ارسال شده بود و نوشابه هم ارسال نشده بود	SAD	1
3586	قیمت درج شده در سایت بیشتر از قیمت درج شده روی محصول است. چرا؟؟؟؟	SAD	1
3587	عالی بود هم اسنپ هم ماری	HAPPY	0
3588	اگر بخوام هات داگ بخورم تنها جایی رو که انتخاب میکنم رستوران شیلا است.	HAPPY	0
3589	خیلی بد مزه بود، فاجعه بود این غذا تازه تهیه نشده بود، حداقل مال دو روز قبل بود، همونجوری یخ غذا رو اورده بودن، نکرده بودن گرمش کنن. سرد بودن این غذا اصلا ارتباطی با زمان ارسال نداره، این غذا بخچالی بود،	SAD	1
3590	اشتباه پیش آمده از سمت رستوران واقعا ناراحت کننده و مشکل ساز بود در مغایرت آدرس پارد شده و آدرس ارسالی	SAD	1
3591	سسش با اینکه شرکتی و بسته بندی شده بود خیلی کیفیت پائینی داشت. پیتزا به کف ظرف چسبیده بود. توقع داشتم پپرونی تندتر باشه در واقع این پیتزا اصلا تند نبود.	SAD	1
3592	کاملا چپه شده و از فرم افتاده دست من رسید هزینه نسبتا زیادی هم برای‌پیک گرفته بودن و کلا قابل استفاده نبود … بعد گفتن به خاطر مسافت هست خیلی جالبه که به خاطر مسافت میتونن پول بیشتری دریافت کنن ولی نمیتونن مسولیت درست آوردنش رو قبول کنن	SAD	1
3593	پیتزا سبزیجات (آمریکایی) کیفیت قابل قبول پنیر بدون کش زودتر از موعد تحویل شد	HAPPY	0
3594	مرغ خیلی کوچیک بود و نان همراه غذا نبود	SAD	1
3595	پیتزاش خییییییییییلی خوشمزه بود. مرسی. ولی از برگرمرغ سوخاری خوشم نیومد زیاد	HAPPY	0
3596	قبلا مزش خیلی بهتر بود، حیف	SAD	1
3597	برای هیچ چیزی سس نفرستاده بودن. حتی تو توضیحات کلی نوشته بودیم	SAD	1
3598	ممنون، عالی بود هم غذا هم زمان رسیدن هم پیگیری	HAPPY	0
3599	رفتار پیک اصلا خوب نبود. غذا را هم بگونه‌ای آورده بود که مقداری از آب غذا درون بسته بندی ریخته بود.	HAPPY	0
3600	تحویل به موقع محصول مناسب بسیار راضی هستم	HAPPY	0
3601	داخل مرغ خونی و قرمز بود و بوی بدی هم میداد	SAD	1
3602	تحویل با تاخیر زیاد. کیفیت غذا بد. نان بیات و بوی بد ساندویچ‌ها قابل تحمل نبود.	SAD	1
3603	قیمت فوق العاده بالا در مقابل کیفیت فوق العاده پایین فلافل	SAD	1
3604	ممنون فوقالعاده خوشمزه بود.	HAPPY	0
3605	زود اومد خوب و تازه بود	HAPPY	0
3606	نصف مواد پیتزا درون جعبه ریخته بود خمیر پیتزا خام بود	SAD	1
3607	غذا واقعا خوشمزه و کافی بود مخلفات همراه غذا بسیار‌خوب‌و متنوع بود فقط غذا دیر‌رسید و کمی‌سرد بود در‌کل لذت بردم	HAPPY	0
3608	مرسی، خیلی خوب بود همه چیز، قربان شما	HAPPY	0
3609	سلام در کل غذا خوب و خوش طعم بود، اما ساندویچ بندری که دیدم، فکر میکنم سوسیسش بیشتر قسمت هاش سوخته بود، چون لکه قهوه‌ای زیاد روش بود. از پیک شما، آقای کمالی هم تشکر میکنم، بابت اضافه پولی که به اشتباه پرداخت کرده بودم، و ایشون این پول اضافه رو، کمتر از ۱۰ دقیقه برگشت دادن. ممنون	HAPPY	0
3610	نونش کمی مونده بود ولی در کل راضی بودم	HAPPY	0
3611	کیفیت کباب کوبیده نسبت به قیمت بسیار پایین بود. غذا سرد تحویل داده شد	SAD	1
3612	خیلی سریع و عالی. تاریخ شیر و ماست به روز بود. توصیه میکنم از این سوپرمارکت خرید کنید.	HAPPY	0
3613	گوجه توی توضیحات گفته بودم نذارن ولی گذاشته بودن و سرد بود	HAPPY	0
3614	خیلی سرد و بیمزه …	SAD	1
3615	یک کیلو بال و کتف‌سفارش دادم که توش ۲ تا دونه بال بود و خیلی هم مبوی ماندگی میداد	SAD	1
3616	سفارش با توجه به تاکید که تا ساعت ۱۵ برسه متاسفانه با تاخیر ۳۰ دقیقه‌ای همراه بود که باعث از دست دادن تایم ناهار من شد / بعد از تاخیر سس همراه سفارش ارسال نشده بود و هیچ فاکتوری بر روی سفارش نبود که مشخص کننده این مطلب باشه که سفارش به نام چه شخصی است! در کنار همه این موارد ژامبون داخل ساندویچ سوخته بود. پنیر اضافی که درخواست داده بودم تماما به فویل ساندویچ چسبیده بود. واقعا ناراضی بودم و تجربه خیلی بدی بود!	SAD	1
3617	کیفیت نان خوب بود ولی متاسفانه خیلی دیر به دستم رسید	HAPPY	0
3618	سالاد اصلا کیفیت نداشت و مزه مناسبی نداشت و از خریدش پشیمون شدم	SAD	1
3619	هربار همه چیز عالی بود ولی اینبار هم شیرینی زبان هم آلمانی اصلا تازه نبودند مشخصا پخت روز نبود که اصلا انتظار نداشتم.	SAD	1
3620	تازه و سریع مرسی قناد باشی	HAPPY	0
3621	قارچش کم بود بازم	SAD	1
3622	مثل همیشه عالی ممنووون	HAPPY	0
3623	اولین بار بود از این رستوران خرید میکنم ولی عالی بود داغ داغ، طعم خوب با کیفیت عالی	HAPPY	0
3624	خیلی خیلی بد بود هم‌اینکه سرد بود و‌هم‌همش کلم‌بود	SAD	1
3625	افتضاح بود از نایب انتظار بیشتری داشتم لوبیا پلو غذای سختی نیست غذا بسیار چرب بود برنج نپخته بود قابل خوردن نبود	SAD	1
3626	سلام وقت بخیر همه چیز عالی و به موقع رسید ولی متاسفانه فراموش کردید وگوجه فرنگی ارسال نشده بخاطر همین امتیاز گوجه را ثبت نکردم	HAPPY	0
3627	نون ساندویچ کهنه بود نون خمیر شده بود با مواد له شده بود اصلا کیفیت نداشت	SAD	1
3628	بسیار بی کیفیت حجم کم بل توجه به قیمت بالا یه پیتزای اماده سرد بود	SAD	1
3629	خیلی خوشمزه بود دستتون درد نکنه	HAPPY	0
3630	من عاشق این پیتزام واقعا	HAPPY	0
3631	غذا عالی بود سوپ کاملا گرم و خورشت و برنج و دوغ خوشمزه فقط ایکاش سوپ را در ظرف غیر پلاستیکی میریختین	HAPPY	0
3632	سلام بسته بندی بسیار نا مناسب بود با تأخیر زیاد یک غذا سفارش داده راهم نیاورده بودند	SAD	1
3633	سس بندری نداشت اصلا	HAPPY	0
3634	خیلی خیلی خیلی بد بود. استیک مثل لاستیک بود و به شدت مزه آبلیمو میداد. در مورد سالاد سزار هم ترجیح میدم حرفی نزنم و فقط به گفتن خیلی بد اکتفا کنم. از باروژ تعجب میکنم. کیفیت به شدت افت کرده. خیلی بعید میدونم‌ که مجدد سفارش بدم.	SAD	1
3635	رب نداشت اصلا در عوض تا دلت بخواد فلفل زده بودند. دو روزی گلوی میسوخت از تندی غذا. خلاصه اصلا حال نداد امیدوارم یه مقدار طرز تهیه‌اش رو بهبود بدن.	SAD	1
3636	این سری پیتزا خیلی‌خشک بود این کیفیتو سفارش‌ ندید بهتره	SAD	1
3637	با توجه به پیام، مبنی بر تماس در صورت نیاز به تغییر در لیست سفارش، و حتی یک تماس و حذف یکی از موارد لیست، باز درکالای دیگر، تغییر کالا داشتید	HAPPY	0
3638	از ساندویچ سرد انتظار بیشتری نمیشه داشت ولی بازم قیمت برای نون و کالباس پنیر الکی زیاد بود. همچنین ۱ ساعت زمان خیلی خیلی زیادی برای سانویچ سرد هست که هیچ پختی هم نداره و فاصله رستوران هم پیاده ۱۰ دقیقه هستش	SAD	1
3639	خوب بود، فقط به نظرم در هنگام وزن کردن باید دقت بیشتری بشه، متشکرم	HAPPY	0
3640	میشه لطف کنید چیزی که سفارش میدیم و تحویل بدین؟؟ نیم کیلو تیتابی سفارش دادم هرنوع شیرینی داخلش بود جز تیتابی! متاسفانه پیکتون زود رفت وگرنه قطعا پس داده میشد اولین و اخرین خرید من از این شیرینی فروشی بود	SAD	1
3641	بدترین برگری که تو عمرم خورده بودم یعنی افتضاح قارچ و پنیر و چیپس که اصلا نداشت در صورتیکه تو توضیحات نوشته بودن بی مزه با خیارشور بدمزه نکته مثبتش این بود که خیلی زود رسید فکر کنم ۷ ۸دقیقه‌ای بسته بندی هم خوب بود	SAD	1
3642	زیتون پرورده را برایم نفرستادند	SAD	1
3643	خوب بود ولی کاهو فرانسوی‌ها فوق العاده پلاسیده بود و معلوم بود تازه نیست اصلا. در کل اگر کاهو فرانسویش خوب بود بی ایراد بود.	SAD	1
3644	کارتون حرف نداره غذا یک ربعه رسید و کیفیتش مثل همیشه عالی بود. دمتون گرم	HAPPY	0
3645	من ۲ مرتبه سفارش دادم. هر ۲ بار هم بسیار عالی و باکیفیت بوده و گرم به دست ما رسیده	HAPPY	0
3646	قورمه سبزی و زرشک پلو با مرغ سفارش دادم برنج شفته و سرد بود مرغ سرد و سفت بود کیفییت بسیار پایین بود	SAD	1
3647	به جای قارچ اسلایس ۵۰۰ گرمی، قارچ درسته ۴۰۰ گرمی گذاشته بودن	HAPPY	0
3648	بنده زرشک پلو با ران مرغ سفارش داد ولی متاسفانه سینه مرغ تحویل گرفتم	SAD	1
3649	بسته بندی خیلی بد بود و وقتی ساندویچ دستم رسید بستش پاره شده بود و ریخته بود داخل نایلون حمل. کیفیت غذاشم معمولی بود	SAD	1
3650	ممنون که سریع به دستم رسید	HAPPY	0
3651	بسیار عالی و سریع کیفیت غدا هم عالی، غذا کاملا گرم به دستم رسید ممنونم	HAPPY	0
3652	عاااااالی بود حجمش خوب بود دستتون درد نکنه	HAPPY	0
3653	خیلی بهتر بود که روی پیتزا یکم بیشتر سرخ میشد …ممنون	HAPPY	0
3654	ب نسبت قیمتش خیلی معمولی بود. نسبت ب خیلی جاها ک دورچین میزارن هیچی واسه عرضه نداشت کباب‌ها قطر خودکار بود	SAD	1
3655	همه چیز عالیییییی بود ساندویچ عالی بود حرف نداشت با سس‌های همراهش فوق العاده شد. واقعا دست مریزاد	HAPPY	0
3656	من پاستا سفارش دادم پاستاش واااااقعا افتضاح بود ماکارونی ابکش شده بود بعلاوه چند تیکه زیتون و یکم مرغ ن طعمی ن مزه‌ای هیچی اخرین باری بود ک سفارش غذا میدم از اینجا	SAD	1
3657	متاسفانه به جای پیتزا کالزون که سفارش داده بودم پیتزا گوشت و قارچ تحویل دادن و چون دیروقت بود از خود رستوران پیگیری نکردم. از خمیر پیتزا هم مشخص بود که مال چند ساعت پیشه. من به شخصه خیلی دوست دارم این رستوران رو ولی امشب اصلا مناسب نبود.	SAD	1
3658	در کل خوب بود ولی طبق ایران غذاها داغ نبود با اینکه فاصله رستوران تا شرکت ما با ترافیک ۵ دقیقه است و ۵ تومن هم پول آژانس گرفته بودند باز هم سرد به دست ما رسید، آلبالو پلو خوب و خوشمزه بود طبق خواست من مرغ سینه بود ممنون! شامی برای ذائقه من کمی چرب بود و سوپ پر از تکه‌های بزرگ مرغ و پیاز بود که من دوست ندارم. سوپ و شامی رو دیگه از این رستوران نمیگیرم ولی پلو مخلوط را چرا پیک هم بسیار مودب و خوش برخورد بودند مرسی از سیستم خوبتون	HAPPY	0
3659	سیب زمینیشون نیم پخت بود ولی بازم خوشمزه بود مثل همیشه عالین	HAPPY	0
3660	با اینکه هزینه پیک جدا حساب شده بود برخورد ایشون بسیار زشت و طلبکارانه بود	SAD	1
3661	مقدار غذا در مقایسه با قیمت بسیار کم است	SAD	1
3662	متاسفانه نان سنگک اینبار بسیار کوچک بود باوجودی که سفارشی خواسته بودم و همچنین نان بربری هم خیلی خیلی کوچک بود و بسیار تعجب کردم چون مشتری آی نون هستم و این اولین بار بود که چنین اتفاقی افتاد	HAPPY	0
3663	با سلام به خاطر حمل نامناسب پیک همه‌ی شیرینها خورد شده بود و جعبه‌ی شیرینی کاملا به هم ریخته بود.	SAD	1
3664	طعم و ظاهر غذا خوب بود، ولی کیفیت جوجه‌ای که به کار رفته بود خوب نبود و خامی زیادی داشت. امیدوارم توی سفارشات بعدی یکم به کیفیت مرغ به کار رفته و پخت درستش بیشتر دقت بشه.	SAD	1
3665	بسته بندی بهتر بود کباب و برنج رو جدا میذاشتن	HAPPY	0
3666	بسیار عالی و خوش مزه مثل همیشه داغ و سریع هم ارسال شد فقط یکم پنیرش بیشتر باشه مثل قبل همه چی تمومه	HAPPY	0
3667	مرسی از تیم خوب زودفود	HAPPY	0
3668	فقط شیلا میتونه تو گرمای ۴۲ درجه تو فاصله‌ی ۱۰۰ متری غذای گرم و یخ تحویلت بده به توضیحاتم توجهی نکنه!	SAD	1
3669	سالاد شیرازی رو ماست موسیر فرستادن س	SAD	1
3670	اصلا خاص نبود الکی گرون مقدارشم کم بود ولی سیر می‌کرد خیلی خشک بود پیشنهاد می‌کنم کمی ابدار‌تر بپزید	HAPPY	0
3671	بعد از یک ساعت! یک سنگک سفارشی و یک ساده فرستادند به جای سه تا ساده!!	SAD	1
3672	خوب بود واقعا من راضی بودم	HAPPY	0
3673	خیلی سریع و داغ به دستمون رسید و تازه بود. فقط هات داگ مافین، هات داگش خیلی خیلی کم بود و بیش‌تر ساندویچ تخم مرغ خالی بود و به نظرم املت مافین از همه بهتر بود.	HAPPY	0
3674	بسیار خوشمزه و عالی به موقع رسید کوشت لزیز رس بیف عالی ممنونم از شما	HAPPY	0
3675	در مجموع قابل قبول بود	HAPPY	0
3676	کیفیت غذا خوب بود، ولی پیک اون رو خیلی بد تحویل داده بود، برنج تو پلاستیک ریخته بود، چربی مرغ تو تمام ظرف و پلاستیک پخش شده بود.	HAPPY	0
3677	خیلی سریع ارسال شد یکی موارد ارسال نشد سپاس	HAPPY	0
3678	فوق العاده سرد بودن پیتزا نداشتن سس سالاد سزار سس ان به جای پنیر پارمسان پنیر پیتزا ریخته بودن	SAD	1
3679	متاسفانه خیلی کم حجم شده بود با قیمت بالا و بال خیلی چرب و زیادی سرخ شده بود، سیب زمینی کاملا سرد، نان بدون بسته بندی و فشرده و له شده روی بال، سالاد پر از شکر و خیلی شیرین و بی کیفیت، قبلا از پرپروک خرید کرده بودم ولی متاسفانه این آخرین بار بود سفارش دادم	SAD	1
3680	غذا عالی بود ولی حدودا ۱ساعت طول کشید برسه	HAPPY	0
3681	این دفه سوسیسی که در پیتزا به کار رفته بود خیلی تند بود ولی دفه‌های قبل سوسیس به کار رفته دردیتزا اینقد تند نبود این دفه خیلی خیلی تند بود سوسیس به کار رفته در پیتزا لطفا مدیریت رستوران رسیدگی کند بعدشم پیشنهاد می‌دم برا پیتزا مخصوصتون از سوسیس معمولی لطفا استفاده بفرمایید لطفا این مورد مثل مورد قبل مدیریت رستوران رسیدگی کند ممنون می‌شم	SAD	1
3682	غذا کاملا یخ کرده بود و بعد از ۱ ساعت و ۴۰ دقیقه به دست ما رسید	SAD	1
3683	بسیار عالی و با کیفیت و قیمت مناسب و در زمان کوتاهی تحویل داده شد با سپاس از مدیریت	HAPPY	0
3684	خیلی سریع به دستم رسید. توقعشو نداشتم اینقدر زود بیاد. ممنون از پرسنل سوپرمارکت	HAPPY	0
3685	عالی عالی عالی بود هم غذا خوب بود؛ هم پیک سریع آورد مرررررسی	HAPPY	0
3686	من خیلی به روگا سفارش میدم و هم برادرم ولی واقعا پیتزای امروز بسیار بد بود خیلی نونش سوخته بود طعم بدی هم داشت انگار مونده بود من مشتری ثابت روگا هستم ولی اصلا اینبار راضی نبودم ساندویچ کالباس هم کاهو هاش مونده بود	SAD	1
3687	کیفیت عالی و قیمت مناسب	HAPPY	0
3688	مقدار مرغ بسیار کم بود	HAPPY	0
3689	متاسفانه کیفیت مواد اولیه داخل پیتزا بسیار پایین بود. با توجه به خوش نامی ان رستوران و همچنین قیمت بالای غذا، چنین انتظاری از رستوران باگت نداشتیم.	SAD	1
3690	عالی ممنون، همه نوشیدنیها هم سرد بودن واقعا عالی بود	HAPPY	0
3691	حیف این پیتزای با کیفیت هستش که انقد دیر و سرد تحویل داده میشه که از دهن افتاده، در مورد زمان ارسال سفارشا حتما تجدید نظر کنید!!	SAD	1
3692	در سفارش دیشب، یک قلم کالا فاکتور شده، پول هم ازم کم شده، ولی در بسته نبود، ناراضی ام، بعد از اینکه پیک رفت متوجه شدم، چه کسی به این امر پاسخگو هست؟	HAPPY	0
3693	مقدار شیر بسیاز زیاد بود	SAD	1
3694	پاستا آلفردو بزرگ، داغ و با بسته بندی خوب رسید. چنگال داشت. همه چیزش (قارچ، فیله مرغ، پاستا، ذرت، پودر آویشن) اندازه بود مزه‌اش عالی بود، حجم اش قابل قبول بود و قیمت اش بی نظیر بود. ممنون که اینقدر با کیفیت غذا دست مردم می‌دهید، کسب و کارتان پر رونق	HAPPY	0
3695	حجمش زیاد بود با یکیش دو نفر سیر میشن گرم و به موقع هم رسید. برخورد پیک هم خوب بود	HAPPY	0
3696	دسر رینگی شکلاتی خیلی تازه بود ممنون از ناتلی	HAPPY	0
3697	من سزار با مرغ اضافه سفارش دادم ولی کلا ۲ تیکه مرغ داشت. متاسفم برای گاردن که بر عکس همشیه بسیار بی کیفیت کرده و از غذا داره میزنه	SAD	1
3698	همبرگری که سفارش دادم در حد پیتزاهاشون کیفیت و طعم نداره	SAD	1
3699	بد به معنای واقعی نسبت به قیمت و کیفیت	SAD	1
3700	غذاها خیلی شور و پیتزا سوخته بود …	SAD	1
3701	توی سرمای ۱- بستنی آب شده فرستادن یعنی مشخصه تایم طولانی بستنی بیرون بوده تا کل سفارش رو حاضر کنن. اینا چیزی نیست که مشتری لازم باشه تذکر بده.	SAD	1
3702	۲ تا گزینه برای انتخاب نوع برنج بود که من برنج ایرانی رو انتخاب کردم ولی برنجی که ارسال شد هندی بود	SAD	1
3703	هزینه پیک غیر معقول بود	SAD	1
3704	حجمش خیلی کم بود اصن ۶۰ تومن نمی‌ارزه	SAD	1
3705	بستنی سفارش شده با بستنی ارسالی همخوان نبود	SAD	1
3706	راستش حیفم اومد نگم ک چقد رفتار پیکشون عالی و محترمانه بود. تایم ارسالشونم عالی بود واقعا. با اینکه من اشتباهی بجای جوجه، کوبیده سفارش داده بودماما تجربه خیلی خوبی شد کوبیدشون عالی بود حتما مجدد سفارش میدم. ممنون اسنپ فود ممنون تهیه غذای امیررصا دهقانی	HAPPY	0
3707	خیلی دیر رسید، وقتی ۶ هزار تومان هزینه پیک دریافت میشه انتظار میره غذا سریع وگرم برسه ولی خوده غذا مثل همیشه خوشمزه بود	HAPPY	0
3708	واقعا شوکه شدم از طعم و مزه بستنی سنتی و متعجب بودم از اونایی که نظره خوب و مثبت داده بودن! بستنی سنتی که از سوپری گرفته بودم خیلی خوشمزه‌تر بود و به بستنی سنتی بیشتر نزدیک بود تا اینی که اینجا سفارش دادم ….!	SAD	1
3709	به جای بستنی ۱۵۰۰ تومانی چون کمتر از تعدادی که من میخواستم داشتن بستنی ۱۰۰۰ تومانی گذاشتن. ما به التفاوتش چی شد؟؟؟ ۴ تا ۵۰۰ تومن باید دوتا بستنی اضافه میزاشتن.	SAD	1
